"Forfatter-Escritor","Land-País","Tittel1-Título","1","Sjanger-Género","Oversetter-Traductor","Tittel2-Título","Utgivelsessted-Lugar de publicación","Utgivelsesår2-Año de publicación","Forlag-Editorial","For- eller Etterord-Prólogo o Epílogo","Språk-Idioma"
"Machado, Antonio (1875-1937)","España","","","Lyrikk/Poesía","Frøydarlund, Jan Anker","""Over den beiske jorda"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo Noruego"
"Mistral, Gabriela (1889-1957)","Chile","","","Lyrikk/Poesía","Vaa, Aslaug","""Å drikke"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo Noruego"
"Neruda, Pablo (1904-1973)","Chile","","","Lyrikk/Poesía","Økland, Einar","""Døden åleine"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo Noruego"
"Neruda, Pablo (1904-1973)","Chile","","","Lyrikk/Poesía","Frøydarlund, Jan Anker","""Ei rose"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","","","Lyrikk/Poesía","Skard, Sigmund","""Sonett"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo Noruego"
"Unamuno, Miguel de (1864-1936)","España","","","Lyrikk/Poesía","Skard, Sigmund","""Om du og eg, Teresa"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Vallejo, César (1892-1938)","Perú","","","Lyrikk/Poesía","Økland, Einar","""Folkehopar"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","","","Lyrikk/Poesía","Frøydarlund, Jan Anker","""Mai"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","","","Lyrikk/Poesía","Skard, Sigmund","""Madonnas voggevise"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","","","Lyrikk/Poesía","Frøydarlund, Jan Anker","""Til Maria møy"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","","","Lyrikk/Poesía","Skard, Sigmund","""Kven er eg"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Aymerich, Ángela Figuera (1902-1984)","España","","","Lyrikk/Poesía","Hellesnes, Nils","""Grensa"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Garibay, Ángel María (1892-1967)","México","","","Lyrikk/Poesía","Steinnes, Svanaug","""Azketiske dikt frå tida før Columbus"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Anónimo (¿1600?)","España","","","Lyrikk/Poesía","Skard, Sigmund","""Sonett om den krossfeste"", en/i Framande dikt frå fire tusen år","Oslo","1968/1995","Samlaget","","Ny norsk/Nuevo noruego"
"Huidobro, Vicente (1893-1948)","Chile","Fra Poemas árticos","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""""Barn"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Huidobro, Vicente (1893-1948)","Chile","Fra Ecuatorial","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""De modigste kapteinene"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Huidobro, Vicente (1893-1948)","Chile","Fra Ecuatorial","","Lyrikk/Poesía","Hansen, Inger Elisaeth","""Jeg har sett litt av hvert"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Huidobro, Vicente (1893-1948)","Chile","Fra Ecuatorial","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Familieoverhoder"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Duen tok feil"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Larry Semon"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Balladen om Don Amarillo"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Charlots (Chaplins) bedrøvelige stevnemøte?"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Den griske engelen"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Sang"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Der grensene slutar"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Inngang i materien"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Tidleg morgon"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Folket"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Utgangspunkt"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Utropet"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Paz, Octavio (1914-1998)","México","","","Lyrikk/Poesía","Fløgstad, Kjartan","""Ungdom"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Ny norsk/Nuevo noruego"
"Aleixandre, Vicente (1898-1984)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Månen er fravær"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Aleixandre, Vicente (1898-1984)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Marked"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Aleixandre, Vicente (1898-1984)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Tordivelen"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Aleixandre, Vicente (1898-1984)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""På samme jord"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Aleixandre, Vicente (1898-1984)","España","","","Lyrikk/Poesía","Hansen, Inger Elisabeth","""Jeg vil erobre"", en Surrealisme. En antologi","Oslo","1980","Gyldendal","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Himmelretningene"", De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Mayaenes veier"", De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Og det ble lys"", en/i De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Før"", en/i De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Første gang"", en/i De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Sirenen fra Tapalpa"", en/i De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""De sier..."", en/i  De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
"Sherman, Carlos (1934-2005)","Uruguay-Bielorusia","Fra Los puntos cardinales","","Lyrikk/Poesía","Jensen, Kjell Olaf","""Manitu"", en/i  De stemmeløses røst. Norske fribyforfattere gjennom ti år","Oslo","2008","Cappelen Damm AS","","Norsk bokmål/Noruego"
